citation_id,citation_label,date_year,protocol_ids,study_name,study_acronym,study_type,disease_phenotype,primary_research_focus,funding_source,award_num,foa
507,QuachB2020a,2020,31001,,,Genome-Wide Association Study,Tobacco Use Disorder,,"NCATS NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIGMS NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,Medical Research Council,Medical Research Council,NIAAA NIH HHS,NIDA NIH HHS,NHLBI NIH HHS","UL1 TR001863,R00 MH113823,R01 DA042090,R01 DA042755,U54 GM104942,R21 DA051921,DP2 MH122403,R01 DA037904,R01 DA035825,R01 DA044283,MC_QA137853,MC_PC_17228,R37 AA009367,R01 DA042195,U01 HL089856","PA-20-272/PA-16-288/PA-16-328/PA-21-071/PAR-15-304/PAR-18-940,PA-16-193,PA-14-014,PA-18-591/PA-15-003,PA-20-272/PA-20-135/PAR-11-229/PAR-20-175/PAR-14-303/PA-18-935,RFA-DA-20-007,RFA-RM-18-008,PA-13-194,PA-11-260/PA-15-034,PA-17-120,NA,NA,PA-13-302,PAR-13-080,PA-13-302/PA-07-070"
508,OmodiorO2020a,2020,10101|10901|11001|11101|11401|11601|11801|11901,,,,Social Determinants of Health,To determine if significant differences between park users and non-park users are associated with scores on a composite health-related quality of life (HRQoL) index.,,,
509,MahalingaiahS2020a,2020,,,,,,,"BIRCWH K12,RSDP K12","HD043444,HD000849","RFA-OD-02-001/RFA-OD-06-004,RFA-HD-13-015/PA-18-590/RFA-HD-18-103"
510,BarbirouM2020a,2020,10101|10701|11601|11801|21501|30101|30301|30602|30604|50701|50801|150702|150801|150901,,,Case-Control Studies|Follow-Up Studies|Retrospective Studies,Colorectal Neoplasms,Our study provides baseline association between Tunisian CRC (colorectal cancer) and interactions between KCNB1 variants and lifestyle factors.,,,
511,PietrabissaG2020a,2020,180402,,,,Impulsive Behavior,Validating measures in adolescent populations across many countries,,,
512,RothA2021a,2021,10101|10901|11601|11801|211101,Social Network in Alzheimer Disease Project,SNAD,,,"By leveraging data on a sample of older adults with normal cognition, mild cognivitive impairment, and early stage dementia, we explore how cognitive impairment influences older adults; perception of their personal networks.","NIA NIH HHS,NIA NIH HHS","P30 AG010133,R01 AG057739","RFA-AG-16-018,PA-16-160"
513,PopovaL2021a,2021,710302,,,,Vaping,E-cigarette messaging effectiveness in youth and parent audiences,,,
514,ChenL2020a,2020,20202|20702|21601,Growing Up in Singapore Towards health Outcomes,GUSTO,,Pediatric Obesity,Involvement of gut microbiota in the associations between infant antibiotic exposure and childhood adiposity. ,"British Heart Foundation,Department of Health,Medical Research Council","RG/15/17/31749,NF-SI-0515–10042,MC_UU_12011/4","NA,NA,NA"
515,Samuels-KalowM2020a,2020,,,,Emergency Medicine,Social Determinants of Health,,"AHRQ HHS,NHLBI NIH HHS","K08 HS025701,K23 HL143042",PA-17-232
516,HarkerJ2020a,2020,10101|10901|11601|11801|211101,,,,,Extend current knowledge regarding rivalry communication among sport consumers to better understand how rivals behave with one another when they communicate. ,,,
521,HarkerJ2019a,2019,211101,,,,,,,,
522,WoodsS2021a,2021,,,,"Outcome Assessment, Health Care",,,"NIMH NIH HHS,NCATS NIH HHS,NIMH NIH HHS,NIMH NIH HHS,Wellcome Trust","U01 MH082022,UL1 TR001863,R01 MH120089,K23 MH115252,NA","PAR-14-165/PA-07-092/PA-14-077,PA-20-272/PA-16-288/PA-16-328/PA-21-071/PAR-15-304/PAR-18-940,PAR-19-297/PA-21-071,PA-16-198,NA"
523,SsewamalaF2021a,2021,,,,,Adolescent Health|HIV Infections|Medication Adherence|Treatment Adherence and Compliance,,"NIMH NIH HHS,NICHD NIH HHS,NIMH NIH HHS,NIMH NIH HHS","P50 MH113662,R01 HD074949,R25 MH067127,R25 MH118935","PA-19-056,PAR-17-485,PAR-17-183"
524,OrlenkoA2021a,2021,,,,,Alzheimer Disease|Glaucoma,,"NIH HHS,NLM NIH HHS,NIH HHS,NLM NIH HHS,NLM NIH HHS,NIAID NIH HHS","LM010098,R01 LM011360,AI116794,R01 LM012601,R01 LM010098,R01 AI116794","PA-14-078/PAR-08-080/PA-18-484/PA-18-591/PA-11-260,PAR-11-208,PAR-16-404/PA-18-591,PA-14-078/PAR-08-080/PA-18-484/PA-18-591/PA-11-260,PA-13-302,PA-13-302,PAR-18-896"
525,KarnikN2021a,2021,,,,Research Design,Opioid-Related Disorders,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NCATS NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","R01 DA046721,UG1 DA013034,UG1-DA049467,UL1 TR001863,P30 DA040500,UG1 DA013714,R01 DA041071,UG1 DA049435,R01 DA045632,UG1 DA049467","PA-18-569,RFA-DA-15-008,RFA-DA-19-008/PA-21-071,PAR-18-225/PA-21-071,PA-18-058/PA-20-272,RFA-DA-19-008/PA-21-071"
526,ClayL2021a,2021,,,,Cross-Sectional Studies|Surveys and Questionnaires,Social Determinants of Health,COVID-19 health impacts among minority in NY state,Natural Hazards Center University of Colorado Boulder,none,
527,BrittK2021a,2021,,,,Nursing Research,,,,,
528,NabiJ2021a,2021,,,,,,,AHRQ HHS,T32 HS026122,RFA-HS-17-011
529,MurphyM2021a,2021,,,,,,,,,
530,ClawsonA2021a,2021,,,,Cross-Sectional Studies,Social Determinants of Health,Covid-19 impacts on families of color and families of children with asthma,The Health Promotion Research Center,R01CA221819-01A1S1,
531,CatalfamoC2021a,2021,,,,Prospective Studies,"Chronic Disease|Population Health|Stress, Psychological",,"NIEHS NIH HHS,NCI NIH HHS","P30 ES006694,T32 CA078447",PA-18-770/RFA-ES-17-003/RFA-ES-11-001
532,YocumA2021a,2021,,,,Longitudinal Studies,Bipolar Disorder|Social Isolation,,,,
533,CollisonK2021a,2021,121601,,,,Antisocial Personality Disorder|Problem Behavior,Validating and examining TriPM scales and alternative scales and their relation to antisocial behavior,,,
534,ChristensenZ2021a,2021,,,,Longitudinal Studies,Developmental Disabilities|Neurocognitive Disorders|Prenatal Exposure Delayed Effects,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NICHD NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NCATS NIH HHS","U24 DA041147,U01 DA051039,U01 DA041120,U01 DA051018,U01 DA041093,U24 DA041123,U01 DA051038,U01 DA051037,U01 DA051016,U01 DA041106,U01 DA041117,U01 DA041148,P50 HD103536,U01 DA041134,U01 DA041022,U01 DA041156,U01 DA050987,U01 DA041025,U01 DA050989,U01 DA041089,U01 DA050988,U01 DA041028,U01 DA041048,U01 DA041174,TL1 TR002000","RFA-DA-20-002,PAR-18-940,RFA-HD-20-016,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,PA-20-272/RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,PA-21-071/RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-003/PA-18-591,PA-20-272/RFA-DA-20-004"
535,SnellM2021a,2021,580101,,,,Mental Health|Smoking|Smoking Cessation|Tobacco Use Disorder,Determine likelihood of nicotine cessation and associations with any mental illness and nicotine dependence,"NIDA NIH HHS,NIDA NIH HHS","T32 DA016184,U54 DA036105","PA-16-152,RFA-OD-17-006"
536,SlaterL2021a,2021,,,,,,,,,
537,KriegerN2021a,2021,,,,,Racism,,,,
538,WadeN2021a,2021,210901|211501,,,Cross-Sectional Studies,Alcohol Drinking|Exploratory Behavior|Substance-Related Disorders,Risk factors associated with alcohol use,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIAAA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA041120,U01 DA041093,U24 DA041123,U01 DA051038,U01 DA041106,U01 DA041117,U01 DA041148,R21 DA047953,U01 DA041174,U01 DA041134,U01 DA041022,U01 DA041156,T32 AA013525,U01 DA041025,U01 DA050989,U01 DA041089,U01 DA050988,U01 DA041028,U01 DA041048","PA-20-272/RFA-DA-20-004,RFA-DA-20-002,RFA-DA-20-003/PA-18-591,RFA-DA-20-002,RFA-DA-20-002,PA-21-071/RFA-DA-20-002,RFA-DA-20-002,PA-18-078,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,PA-16-152,RFA-DA-20-002,RFA-DA-20-002"
539,LopezD2021a,2021,,,,,,,,,
540,AguinaldoL2021a,2021,,Preliminary analysis of low-level alcohol use and suicidality with children in the adolescent brain and cognitive development (ABCD) baseline cohort,ABCD,Cross-Sectional Studies,Cognition|Suicidal Ideation|Suicide,Corelation of alcohol use at a young age (age 9 and up) and lifetime suicidality,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIAAA NIH HHS,NIDA NIH HHS,NIAAA NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA041120,R01 DA044143,U24 DA041123,U01 DA041106,U01 DA041117,U01 DA041148,R21 DA047953,U01 DA041174,U01 DA041134,U01 DA041022,U01 DA041156,T32 AA013525,U01 DA041089,R01 AA025626,P50 MH115838,U01 DA041028,U01 DA041048","PA-20-272/RFA-DA-20-004,RFA-DA-20-002,PA-16-160,RFA-DA-20-003/PA-18-591,RFA-DA-20-002,PA-21-071/RFA-DA-20-002,RFA-DA-20-002,PA-18-078,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002,PA-16-152,RFA-DA-20-002,PA-16-160,PAR-16-354,RFA-DA-20-002,RFA-DA-20-002"
541,TowneS2021a,2021,,,,,,,,,
542,ShovalG2021a,2021,,"Evaluation of Attention-Deficit/Hyperactivity Disorder Medications, Externalizing Symptoms, and Suicidality in Children", ,Cohort Studies|Cross-Sectional Studies|Severity of Illness Index,Attention Deficit Disorder with Hyperactivity|Child Behavior Disorders|Suicidal Ideation|Suicide, ,"NIMH NIH HHS,NIMH NIH HHS","K23 MH120437,R21 MH123916","PA-18-375,PA-18-350"
543,SatterfieldB2021a,2021,,,,Electronic Health Records,,,"NHLBI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS","K24 HL137010,U01 HG006379,HG006379-09S1","PA-16-206,PA-16-287/PA-18-591/RFA-HG-19-013/RFA-HG-10-009/RFA-HG-14-025,NA"
544,Ralph-NearmanC2021a,2021,,Visual mapping of body image disturbance in anorexia nervosa reveals objective markers of illness severity,BID,,, , ,,
545,ErtinE2021a,2021,,,,,,,"NIDA NIH HHS,NIDA NIH HHS","P30 DA029926,UG1 DA040309","PAR-10-220/PAR-20-267/PAR-14-186/PA-16-287,RFA-DA-15-008/RFA-DA-20-024/PA-18-591/PA-16-287"
546,AnestisM2021a,2021,,,,,,,,,
547,RubinsteinY2020a,2020,,,,,,,"Medical Research Council,NICHD NIH HHS","MR/M014568/1,P50 HD103538","NA,RFA-HD-20-016"
553,TabaJ2021a,2021,,,,,Feeding Behavior|Feeding and Eating Disorders|Obesity|Recurrence,,,,
554,Rodriguez-LasoA2021a,2021,,,,,,,,,
555,NgL2021a,2021,,Posttraumatic stress disorder intervention for people with severe mental illness in a low-income country primary care setting: a randomized feasibility trial protocol,BREATHE,,,Intervention for PtSD in participants with severe mental illness, ,,
556,LokhandwalaS2021a,2021,,Sleep and Coping in Early Childhood During the COVID-19 Pandemic, ,,,Sleep and coping prior to COVID-19 influence children''s sleep during the pandemic,NHLBI NIH HHS,R01 HL111695,PA-10-067/PA-16-160
557,Camacho-RiveraM2021a,2021,,Cannabis Use among Cancer Survivors amid the COVID-19 Pandemic: Results from the COVID-19 Cannabis Health Study, ,,Chronic Disease,The reporting of cannabis use and COVID-19 between those with and without cancer,NCI NIH HHS,U54 CA163071,"PAR-12-055/PAR-15-103,PAR-12-055/PA-18-586/PA-18-591/PAR-15-103"
558,BrislinS2021a,2021,210601,Heterogeneity Within Youth With Childhood-Onset Conduct Disorder in the ABCD Study,,,Conduct Disorder,Further examined previous subjects of cognitive development study to classify childhood-onset conduct disorder,,,
559,BoyleR2021a,2021,,Defining adult e-cigarette prevalence: comparing a categorical definition with days of use, ,Cross-Sectional Studies,Cigarette Smoking|Smoking|Vaping, , ,,
561,ZacharekS2021a,2021,,,,Cross-Sectional Studies,Anxiety Disorders,,"NIH HHS,NCATS NIH HHS","DP5 OD021370,UL1 TR001863",PA-16-285/RFA-RM-14-004
562,HolmgrenS2021a,2021,,,,,Language,,,,
563,BockB2021a,2021,,C.A.R.E.S: A mobile health program for alcohol risk reduction in community college students,CARES,Telemedicine,Alcohol Drinking|Risk Reduction Behavior, ,NIAAA NIH HHS,R42 AA026788,PA-17-303
564,CooleyC2021a,2021,,,,,Tremor,,,,
565,VelieE2021a,2021,,,,Case-Control Studies,Breast Neoplasms,,"NICHD NIH HHS,NCI NIH HHS,Office of Research on Women''s Health,NCI NIH HHS","K12 HD043488,R01 CA136861,K12HD043488,R01CA136861","RFA-OD-11-002/RFA-OD-02-001/RFA-OD-06-004/RFA-OD-16-013,PA-07-070,RFA-OD-11-002/RFA-OD-02-001/RFA-OD-06-004/RFA-OD-16-013,PA-07-070"
566,SellbomM2021a,2021,121601,Comprehensive Assessment of Psychopathic Personality-Self-Report,CAPP-SR,Self Report,Antisocial Personality Disorder,Examining the higher order factor structure of the CARR-SR symptoms scale,,,
568,LichtinR2020a,2020,,,,,Depression,,"Russell Sage Foundation,NCRR NIH HHS,Teachers College Columbia University,Gertrude H. Sergievsky Center Columbia University Irving Medical Center,NCATS NIH HHS,NIMH NIH HHS","NA,UL1 RR024156,NA,NA,UL1 TR001873,T32 MH013043","RFA-RM-09-019/RFA-RM-07-006/RFA-RM-06-002,PA-20-272/PA-18-591/PAR-18-940/PAR-15-304,PA-02-109/PA-00-103/PA-20-142/PA-16-152/PA-11-184"
569,KrebsN2021a,2021,10101|10602|10701|11001|11101,,,Randomized clinical trial,Smoking Cessation|Tobacco Use Disorder,Test a progressive reduction of nicotine content in cigarettes to minimally addicting levels,"NIDA NIH HHS,NCATS NIH HHS,NCATS NIH HHS","P50 DA036107,UL1 TR000127,UL1 TR002014","RFA-DA-13-003/PA-18-591,RFA-RM-10-001,PAR-15-304/PAR-18-940/PA-18-591"
570,SakumaK2021a,2021,30804,,,Self report,Cigarette Smoking|Smoking|Smoking Cessation|Tobacco Use,Comparing tobacco use and cessation for different groups of race and ethnicity in CA,NCI NIH HHS,R01 CA234539,RFA-OD-18-002
571,BaresC2021a,2021,,Text4Thoughts,,Survey and self report,Adolescent Behavior|Vaping,Use of e-cigs among female twins,"NIDA NIH HHS,NIDA NIH HHS","K01 DA046715,K01 DA036681","PA-16-190,PA-11-190"
572,LvN2021a,2021,20702|21501|21601|50401|150702|570101|741401|750302,Research Aimed at Improving Both Mood andWeight,RAINBOW,Clinical Trial,Depression|Obesity,The aim was to investigate whether changes in neural targets in the negative affect circuit following psychotherapy mediate subsequent changes in weight and behaviors.,"NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIDDK NIH HHS,NHLBI NIH HHS","R01 HL119453,T32 HL134634,UH3 HL132368,P30 DK111022,UH2 HL132368","PA-12-024,PA-16-152,RFA-RM-14-020,PA-12-024,RFA-DK-20-002/RFA-DK-15-003,RFA-RM-14-020,RFA-RM-14-020"
573,HelleA2021a,2021,,,,Research Design|Surveys and Questionnaires,Alcohol Drinking|Alcoholism|Antisocial Personality Disorder|Impulsive Behavior|Personality Disorders,,NIAAA NIH HHS,T32 AA013526,PA-11-184/PA-00-103/PA-02-109/PA-20-142/PA-16-152
574,ChenD2021a,2021,,,,Research Design|Surveys and Questionnaires,Dementia,,,,
575,BraddockA2021a,2021,10101|10501|10502|10601|10602|11901,,,Surveys and Questionnaires,ethnic discrimination|health disparities|racial discrimination,,NIDDK NIH HHS,P30 DK092950,RFA-DK-10-009/RFA-DK-20-002/RFA-DK-15-003
576,YoungH2021a,2021,10101|11101|11102|11402|11601|11701|210201|270201,Adolescent Brain and Cognitive Development,ABCD,Surveys and Questionnaires,"Cognition|Executive Function|Memory, Short-Term",multilingualism''s effect on cognitive functions,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA051039,U01 DA041120,U01 DA051018,U01 DA041093,U24 DA041123,U01 DA051038,U01 DA051037,U01 DA051016,U01 DA041106,U01 DA041117,U01 DA041148,R01 MH108591,U01 DA041174,U01 DA041134,U01 DA041022,U01 DA041156,U01 DA050987,U01 DA041025,U01 DA050989,U01 DA041089,U01 DA050988,U01 DA041028,U01 DA041048","RFA-DA-20-004/PA-18-591/PA-20-272/RFA-DA-15-014,RFA-DA-20-002/PA-20-272,PA-18-591/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-15-016/RFA-DA-20-003/PA-18-591,RFA-DA-20-002,RFA-DA-20-002/PA-20-272,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,PA-20-166/PA-18-586/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,PA-18-591/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,PA-13-302,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015/PA-18-591,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015/PA-18-591,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,PA-18-591/PA-18-586/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,PA-18-591/PA-18-586/RFA-DA-20-002/RFA-DA-15-015"
577,VaughnK2021a,2021,180101,The Adolescent Brain Cognitive Development (ABCD) Study,ABCD,Longitudinal Studies,Cognition|Language,Compared cortical thickness of several brain regions in mono- vs bo=i-lingual cihldren to evaluate claims that the brain adapts to bilingual experiences to support language proficiency,NIA NIH HHS,R21 AG063537,PA-19-053
578,JonesR2021a,2021,,,,Medical Oncology|Nursing Research,Racism,"Used a consensus building and rapid review approach to identify research priorities related to racism, inclusiviitty, and health equity in all aspects of cancer care. ",NIMHD NIH HHS,K23 MD015719,PA-19-118
579,GomezC2021a,2021,,Healthy People 2030,,Surveys and Questionnaires,Social Determinants of Health,"Describes the incorporation of guidance on key terms, frameworks, and measurements for health equity into the Healthy People 2030 initiative.",,,
580,DuongT2021a,2021,,,,Prospective Studies|Retrospective Studies,"Disease Progression|Muscular Dystrophy, Duchenne",Performed a restrospective analysis of three standardized time function tests (TFTs) used to monitor disease progression in Duchenne''s muscular dystrophy to determine whether these TFTs are meaningful endpoints to establish change in disease progression.,,,
581,BenzeroukF2021a,2021,180401,"Contributing roles of depression, anxiety,and impulsivity dimensions in eating behaviorsstyles in surgery candidates",,,Obesity,Evalauted several emotional and impulsivity measures in obese patients and those seeking bariatric surgery.,No external funding,,
582,WilliamsM2021a,2021,,The Vietnam Era Twin Registry,VET,Surveys and Questionnaires,,Evaluated whether latent obsessive compulsive classes associate with cannabis abuse and antisocial pseronality disorder.,,,
583,SchettiniE2021a,2021,10101|10201|10301|10401|10501|10502|10601|10602|10701|11001|11101|11301|11401|11402|11601|11801|20602|20702|20703|21301|21501|21601|60501|120503|121601|121602|130701|140301|170501|180402|210201|211501|510303|540602|570101,Adolescent Brain and Cognitive Development,ABCD,Transdiagnostic,Brain/Amygdala/diagnostic imaging,"Associations between heterotypic (Internalizing × Externalizing) symptom interactions and striatal, amygdalar, and ACC volumes among participants in the Adolescent Brain Cognitive Development study",,,
584,PurvisR2021a,2021,10101|10903|11002|11301|11701|11901|281201,,,Surveys and Questionnaires,COVID-19,Vaccine hesitancy and COVID-19 vaccine. What are the trusted sources for getting information. ,"NIMHD NIH HHS,Community Engagement Alliance Against COVID-19 Disparities,Rapid Acceleration of Diagnostics,NCATS NIH HHS","R01 MD013852,NIH 10T2HL156812-01,NIH 3 R01MD013852-02S3,UL1 TR003107","PA-18-284/PA-20-135/PA-18-591,PAR-18-464/PA-18-592/PA-18-591"
585,PetricanR2021a,2021,181201|181202|210402,,,Prospective Studies,Mental Disorders,"early life adversity (ELA) heightens psychopathology risk by concurrently altering pubertal and neurodevelopmental timing, and associated gene transcription signatures.","NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U01 DA041048,U01 DA050989,U01 DA051016,U01 DA041022,U01 DA051018,U01 DA051037,U01 DA050987,U01 DA041174,U01 DA041106,U01 DA041117,U01 DA041028,U01 DA041134,U01 DA050988,U01 DA051039,U01 DA041156,U01 DA041025,U01 DA041120,U01 DA051038,U01 DA041148,U01 DA041093,U01 DA041089,U24 DA041123,U24 DA041147","PA-18-591/PA-18-586/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,RFA-DA-20-002/PA-20-272,RFA-DA-20-002,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015,PA-20-166/PA-18-586/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015/PA-18-591,RFA-DA-20-002,RFA-DA-20-002/PA-20-272,RFA-DA-20-002/RFA-DA-15-015/PA-18-591,RFA-DA-20-002/RFA-DA-15-015,PA-18-591/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002,PA-18-591/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-20-002/RFA-DA-15-015,PA-18-591/PA-18-586/PA-21-071/RFA-DA-20-002/RFA-DA-15-015,RFA-DA-15-016/RFA-DA-20-003/PA-18-591,RFA-DA-20-004/PA-18-591/PA-20-272/RFA-DA-15-014"
